source_file,property_number,date,line_item,amount
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Manager Payroll (5000),5480.86
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Manager Payroll (5000),3825.66
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Manager Payroll (5000),4022.54
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Manager Payroll (5000),5271.23
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Manager Payroll (5000),4173.09
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Manager Payroll (5000),4462.02
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Manager Payroll (5000),4747.43
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Manager Payroll (5000),3603.05
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Overtime (5005),48.24
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Overtime (5005),34.65
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Overtime (5005),144.55
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Overtime (5005),78.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Overtime (5005),73.95
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Overtime (5005),65.48
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Overtime (5005),167.28
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Overtime (5005),344.29
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Overtime (5005),28.64
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Overtime (5005),80.99
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Overtime (5005),58.03
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Overtime (5005),44.55
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Overtime (5005),-8.85
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Vacation & Personal Leave (5010),241.21
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Vacation & Personal Leave (5010),236.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Vacation & Personal Leave (5010),314.73
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Vacation & Personal Leave (5010),331.33
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Vacation & Personal Leave (5010),239.01
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Vacation & Personal Leave (5010),274.99
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Vacation & Personal Leave (5010),142.74
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Vacation & Personal Leave (5010),137.01
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Vacation & Personal Leave (5010),189.93
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Vacation & Personal Leave (5010),246.68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Vacation & Personal Leave (5010),152.31
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Vacation & Personal Leave (5010),222.17
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Vacation & Personal Leave (5010),96.81
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Performance Bonus (5030),300
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Performance Bonus (5030),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,401K Match (5035),4.85
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,401K Match (5035),0.15
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,401K Match (5035),5.22
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,401K Match (5035),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Employee Incentives (5050),387
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Employee Incentives (5050),441
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Employee Incentives (5050),324
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Employee Incentives (5050),184
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Employee Incentives (5050),256
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Employee Incentives (5050),232
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Employee Incentives (5050),288
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Employee Incentives (5050),304
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Employee Incentives (5050),200
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Employee Incentives (5050),351
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Employee Incentives (5050),188.99
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Employee Incentives (5050),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Employee Incentives (5050),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Workmans Compensation (5070),33.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Workmans Compensation (5070),28.53
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Workmans Compensation (5070),31.36
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Workmans Compensation (5070),45.08
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Workmans Compensation (5070),30.36
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Workmans Compensation (5070),29.01
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Workmans Compensation (5070),36.76
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Workmans Compensation (5070),52.71
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Workmans Compensation (5070),76.56
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Workmans Compensation (5070),67.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Workmans Compensation (5070),57.81
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Workmans Compensation (5070),61.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Workmans Compensation (5070),59.75
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Group Health & Life Insurance (5080),490.44
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Group Health & Life Insurance (5080),478.34
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Group Health & Life Insurance (5080),503.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Group Health & Life Insurance (5080),512.32
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Group Health & Life Insurance (5080),591.55
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Group Health & Life Insurance (5080),765.36
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Group Health & Life Insurance (5080),797.62
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Group Health & Life Insurance (5080),948.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Group Health & Life Insurance (5080),1094.28
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Group Health & Life Insurance (5080),873.61
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Group Health & Life Insurance (5080),713.27
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Group Health & Life Insurance (5080),526.46
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Group Health & Life Insurance (5080),250.64
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Payroll Tax (5090),364.18
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Payroll Tax (5090),389.23
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Payroll Tax (5090),634.18
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Payroll Tax (5090),326.77
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Payroll Tax (5090),344.41
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Payroll Tax (5090),462.65
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Payroll Tax (5090),346.78
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Payroll Tax (5090),292.07
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Payroll Tax (5090),532.03
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Payroll Tax (5090),310.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Payroll Tax (5090),430.38
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Payroll Tax (5090),518.01
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Payroll Tax (5090),310.2
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Payroll,5586.03
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Payroll,6059.93
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Payroll,8591.39
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Payroll,5887.53
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Payroll,5742.34
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Payroll,7310.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Payroll,5604.84
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Payroll,6101.12
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Payroll,7392.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Payroll,6103.52
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Payroll,6362.81
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Payroll,6125.34
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Payroll,4311.6
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Management Fee - ESMI (5100),2961.19
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Management Fee - ESMI (5100),3480.32
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Management Fee - ESMI (5100),3277.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Management Fee - ESMI (5100),3356.12
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Management Fee - ESMI (5100),3670.25
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Management Fee - ESMI (5100),4009.83
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Management Fee - ESMI (5100),4031.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Management Fee - ESMI (5100),3676.95
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Management Fee - ESMI (5100),3932.49
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Management Fee - ESMI (5100),3803.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Management Fee - ESMI (5100),4032.77
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Management Fee - ESMI (5100),4318.12
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Management Fee - ESMI (5100),3687.31
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Management Fees,2961.19
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Management Fees,3480.32
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Management Fees,3277.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Management Fees,3356.12
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Management Fees,3670.25
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Management Fees,4009.83
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Management Fees,4031.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Management Fees,3676.95
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Management Fees,3932.49
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Management Fees,3803.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Management Fees,4032.77
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Management Fees,4318.12
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Management Fees,3687.31
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Other Advertising (5210),399.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Other Advertising (5210),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Other Advertising (5210),268.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Other Advertising (5210),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Other Advertising (5210),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Other Advertising (5210),899.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Other Advertising (5210),185.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Other Advertising (5210),68.05
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Other Advertising (5210),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Other Advertising (5210),119.7
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Other Advertising (5210),396.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Other Advertising (5210),210
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Other Advertising (5210),462.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Internet & Call Center (5220),2327.59
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Internet & Call Center (5220),2089.15
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Internet & Call Center (5220),1647.56
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Internet & Call Center (5220),1870.49
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Internet & Call Center (5220),2025.87
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Internet & Call Center (5220),2403.55
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Internet & Call Center (5220),2390.88
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Internet & Call Center (5220),1877.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Internet & Call Center (5220),2379.73
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Internet & Call Center (5220),1638.42
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Internet & Call Center (5220),1741.33
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Internet & Call Center (5220),1635.51
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Internet & Call Center (5220),1607.61
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Marketing,2727.49
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Marketing,2089.15
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Marketing,1916.01
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Marketing,1870.49
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Marketing,2025.87
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Marketing,3303.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Marketing,2576.38
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Marketing,1945.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Marketing,2379.73
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Marketing,1758.12
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Marketing,2138.23
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Marketing,1845.51
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Marketing,2069.91
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Electricity (5300),1840.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Electricity (5300),2410.79
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Electricity (5300),2432.91
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Electricity (5300),1553.18
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Electricity (5300),1340.24
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Electricity (5300),1615.09
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Electricity (5300),2177.33
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Electricity (5300),1464.73
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Electricity (5300),1492.92
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Electricity (5300),1396.39
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Electricity (5300),1392.68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Electricity (5300),5915.62
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Electricity (5300),4021.04
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Telecom (5500),99.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Telecom (5500),76.55
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Telecom (5500),106.52
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Telecom (5500),41.76
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Telecom (5500),71.46
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Telecom (5500),154.79
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Telecom (5500),888.83
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Telecom (5500),51.86
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Telecom (5500),55.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Telecom (5500),50.05
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Telecom (5500),51.22
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Telecom (5500),50.78
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Telecom (5500),48.21
