source_file,property_number,date,line_item,amount
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Lighting / Electrical (5605),165
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Lighting / Electrical (5605),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Unit Doors (5615),23220.56
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Unit Doors (5615),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Unit Doors (5615),1335.04
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Landscaping Maintenance (5620),1350
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Landscaping Maintenance (5620),22.68
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Landscaping Maintenance (5620),2065
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Landscaping Maintenance (5620),1130
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Landscaping Maintenance (5620),565
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Snow Removal (5630),24.57
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Snow Removal (5630),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Pest Control (5640),104.13
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Pest Control (5640),109.2
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Pest Control (5640),606.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Pest Control (5640),124.07
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Pest Control (5640),138.7
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Pest Control (5640),106.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Elevator Maintenance (5650),1620
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Elevator Maintenance (5650),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Elevator Maintenance (5650),1500
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Elevator Maintenance (5650),329.47
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Elevator Maintenance (5650),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Elevator Maintenance (5650),1500
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Elevator Maintenance (5650),120
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Elevator Maintenance (5650),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Elevator Maintenance (5650),2292.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Elevator Maintenance (5650),84
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Elevator Maintenance (5650),84
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Elevator Maintenance (5650),1586.54
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Elevator Maintenance (5650),206.52
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,HVAC Repairs (5655),196.22
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,HVAC Repairs (5655),127.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,HVAC Repairs (5655),555
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,HVAC Repairs (5655),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Security System (5660),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Security System (5660),676.6
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Security System (5660),33.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Security System (5660),33.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Security System (5660),33.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Gate & Fence (5665),520
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Gate & Fence (5665),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Fire Prevention (5670),576
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Fire Prevention (5670),375
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Fire Prevention (5670),205
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Fire Prevention (5670),1779
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Fire Prevention (5670),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Fire Prevention (5670),611
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Painting (5680),980
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Painting (5680),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,R&M,2469.13
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,R&M,2059.48
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,R&M,4484.8
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,R&M,3077.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,R&M,1563.94
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,R&M,2171.45
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,R&M,1067.23
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,R&M,1360.96
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,R&M,5495.53
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,R&M,2118.3
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,R&M,26467.49
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,R&M,2790.97
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,R&M,2912.85
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Auction (5700),38.5
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Auction (5700),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Auction (5700),74
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Auction (5700),37
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Auction (5700),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Auctioneer (5705),42.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Auctioneer (5705),45.58
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Auctioneer (5705),45.58
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Auctioneer (5705),45.58
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Auctioneer (5705),45.58
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Auctioneer (5705),45.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Auctioneer (5705),45.66
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Auctioneer (5705),45.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Auctioneer (5705),45.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Auctioneer (5705),45.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Auctioneer (5705),45.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Auctioneer (5705),48.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Auctioneer (5705),48.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Resale Merchandise (5740),496.73
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Resale Merchandise (5740),-466.59
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Resale Merchandise (5740),466.59
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Resale Merchandise (5740),193.51
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Resale Merchandise (5740),0
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Other,79.9
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Other,579.31
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Other,-384.01
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Other,549.17
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Other,84.08
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Other,45.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Other,119.66
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Other,276.18
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Other,82.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Other,82.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Other,82.67
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Other,85.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Other,48.35
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Expense - Property,18078.31
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Expense - Property,19081.74
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Expense - Property,23761.99
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Expense - Property,18915.34
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Expense - Property,17075.79
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Expense - Property,21862.87
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Expense - Property,19320.31
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Expense - Property,17869.23
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Expense - Property,24205.25
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Expense - Property,18193.11
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Expense - Property,43178.54
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Expense - Property,24969.89
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Expense - Property,20219.75
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2025,Net Operating Income,46210.73
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Mar 2025,Net Operating Income,47501.99
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Apr 2025,Net Operating Income,44898.03
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,May 2025,Net Operating Income,50867.32
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jun 2025,Net Operating Income,57207.53
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jul 2025,Net Operating Income,54506.07
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Aug 2025,Net Operating Income,59302.72
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Sep 2025,Net Operating Income,59331.87
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Oct 2025,Net Operating Income,54232.91
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Nov 2025,Net Operating Income,60136.44
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Dec 2025,Net Operating Income,35147.04
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Jan 2026,Net Operating Income,55833.4
Feb. 2026 Owner Financials - EXR Chattanooga.xlsx,7214,Feb 2026,Net Operating Income,62560.31
